Test,State Name,Region Name,System Name,System Code,District Name,District Code,Building Name,Class Name,Class Grade,Date Tested,GUID,Submission ID,Gender,Date of Birth,Age in Months,Age in Years/Months,Ethnicity String ,Battery,Level,Form,Norm Year,Quartermonth,Semester,Programs String,Office Use Subtest Exclusion V,Office Use Subtest Exclusion Q,Office Use Subtest Exclusion N,Office Use Subtest Exclusion VQ,Office Use Subtest Exclusion VN,Office Use Subtest Exclusion QN,Office Use Subtest Exclusion VQN,Code Character String (A-T),Number Attempted (NA) V,Number Attempted (NA) Q,Number Attempted (NA) N,Completion Criteria (CC) V,Completion Criteria (CC) Q,Completion Criteria (CC) N,Completion Criteria (CC) VQ,Completion Criteria (CC) VN,Completion Criteria (CC) QN,Completion Criteria (CC) VQN,Raw Score (RS) V,Raw Score (RS) Q,Raw Score (RS) N,Universal Scale Score (USS) V,Universal Scale Score (USS) Q,Universal Scale Score (USS) N,Universal Scale Score (USS) VQ,Universal Scale Score (USS) VN,Universal Scale Score (USS) QN,Universal Scale Score (USS) VQN,Standard Age Score (SAS) V,Standard Age Score (SAS) Q,Standard Age Score (SAS) N,Standard Age Score (SAS) VQ,Standard Age Score (SAS) VN,Standard Age Score (SAS) QN,Standard Age Score (SAS) VQN,Grade Percentile Rank (GPR) V,Grade Percentile Rank (GPR) Q,Grade Percentile Rank (GPR) N,Grade Percentile Rank (GPR) VQ,Grade Percentile Rank (GPR) VN,Grade Percentile Rank (GPR) QN,Grade Percentile Rank (GPR) VQN,Age Percentile Rank (APR) V,Age Percentile Rank (APR) Q,Age Percentile Rank (APR) N,Age Percentile Rank (APR) VQ,Age Percentile Rank (APR) VN,Age Percentile Rank (APR) QN,Age Percentile Rank (APR) VQN,Grade Stanine (GS) V,Grade Stanine (GS) Q,Grade Stanine (GS) N,Grade Stanine (GS) VQ,Grade Stanine (GS) VN,Grade Stanine (GS) QN,Grade Stanine (GS) VQN,Age Stanine (AS) V,Age Stanine (AS) Q,Age Stanine (AS) N,Age Stanine (AS) VQ,Age Stanine (AS) VN,Age Stanine (AS) QN,Age Stanine (AS) VQN,SAS Valid Flags V,SAS Valid Flags Q,SAS Valid Flags N,SAS Valid Flags VQ,SAS Valid Flags VN,SAS Valid Flags QN,SAS Valid Flags VQN,TMO Flags V,TMO Flags Q,TMO Flags N,TMO Flags VQ,TMO Flags VN,TMO Flags QN,TMO Flags VQN,Extremely Variable Flags V,Extremely Variable Flags Q,Extremely Variable Flags N,Extremely Variable Flags VQ,Extremely Variable Flags VN,Extremely Variable Flags QN,Extremely Variable Flags VQN,Chance Flags  V,Chance Flags  Q,Chance Flags  N,Chance Flags  VQ,Chance Flags  VN,Chance Flags  QN,Chance Flags  VQN,Ability Profile ,Raw Score Personal Standard Error V,Raw Score Personal Standard Error Q,Raw Score Personal Standard Error N,Raw Score Upper Bound V,Raw Score Upper Bound Q,Raw Score Upper Bound N,Raw Score Lower Bound V,Raw Score Lower Bound Q,Raw Score Lower Bound N,SAS Upper Bound V,SAS Upper Bound Q,SAS Upper Bound N,SAS Upper Bound VQ,SAS Upper Bound VN,SAS Upper Bound QN,SAS Upper Bound VQN,SAS Lower Bound  V,SAS Lower Bound  Q,SAS Lower Bound  N,SAS Lower Bound  VQ,SAS Lower Bound  VN,SAS Lower Bound  QN,SAS Lower Bound  VQN,Item Responses,Mode of Administration,TestInstance GUID,Administration Language,Grade_Entering,top-choice school,second-choice school,third-choice school
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Grade 1                       ,1,3172021,343F1293717E4728A812CF8F406CFEC9        ,19404226,M,8062015,67,507,0000000      1,C,7,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,46,43,0,1,1,0,1,0,0,0,20,4,,139,123,,131,,,,95,60,,73,,,,2,1,,1,,,,38,1,,5,,,,1,1,,1,,,,4,1,,2,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,3.0351,1.8699,,23.0351,5.8699,,16.9649,2.1301,,101.14,71.96,,93,,,,88.86,50,,50,,,,2AC1C1A3A3A311A2AA13CBCB23133A31A31BB21CA10A1023131233323331311A02C1333311313C333133231C333300000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,100000000000.0,D7747FBE2A2E48D3AF33A311DB02D808        ,ENU,1,Foreign Language Immersion and Cultural Studies School,Charles Wright Academy of Arts and Science,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Grade 1                       ,1,3172021,56A0B598933346A99B49A5459F1C8735        ,19196733,F,8122015,67,507,0000000      1,C,7,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,48,44,0,1,1,0,1,0,0,0,31,21,,157,155,,156,,,,117,118,,118,,,,26,24,,23,,,,86,87,,87,,,,4,4,,3,,,,7,7,,7,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,3.1397,2.6825,,34.1397,23.6825,,27.8603,18.3175,,123.42,123.37,,121.73,,,,110.86,113.32,,114.27,,,,AA1BC1AB2B23B2A2AA3ACBC1CAC313B1ABCBBA3C2CAABC23BBCCBA12A13CA113AACCAB31C321BCA31232231C1B2100000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,100000000000.0,D59B302855B84854BB17AA8D9E8AAB05        ,ENU,1,Bates Academy,Detroit International Academy for Young Women,Academy of the Americas
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Grade 1                       ,1,3172021,45CBA1926BDA4E17B739F982F026F189        ,19172907,F,4062015,71,511,0000000      1,C,7,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,48,43,0,1,1,0,1,0,0,0,33,15,,161,146,,154,,,,115,100,,111,,,,36,5,,18,,,,83,50,,75,,,,4,2,,3,,,,7,5,,6,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,2.5489,6.2605,,35.5489,21.2605,,30.4511,8.7395,,122.1,113.52,,119.5,,,,109.9,81.96,,100.5,,,,AACBCCAB2BAB1222AAB3CBCBCAC3BA12ABCBBA1C2CA2B2233B1233313B3133120A1CA3ABCDDDBC3212B3231C333300000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,100000000000.0,CAEF519104CC433AAB83A720E9A20487        ,ENU,1,Foreign Language Immersion and Cultural Studies School,Bates Academy,Burton International Academy
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Grade 2                       ,2,3172021,672576A2658242EB9028E1968D944E96        ,19256400,,9082014,78,606,0000000      1,C,8,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,54,50,0,1,1,0,1,0,0,0,21,12,,148,154,,151,,,,91,100,,95,,,,2,2,,1,,,,29,50,,38,,,,1,1,,1,,,,4,5,,4,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,4.5321,2.6492,,25.5321,14.6492,,16.4679,9.3508,,100.06,105.3,,100.91,,,,77.94,92.4,,87.18,,,,ACC331AB3A12111222AAB1A1C32312243324BABBACCB21A1332D32BA3B12124A12224233A1D4143C4D3123C3C221C11322411A110000000000000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,100000000000.0,620E80ABF6F84DBD8694452BFE04A4EE        ,ENU,2,Bates Academy,Foreign Language Immersion and Cultural Studies School,Chrysler Elementary
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Grade 2                       ,2,3172021,84A04561179746D290E526D95D0862E6        ,19436696,F,5072014,82,610,0000000      1,C,8,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,54,50,0,1,1,0,1,0,0,0,35,24,,172,171,,172,,,,109,112,,112,,,,32,29,,30,,,,71,77,,77,,,,4,4,,4,,,,6,7,,7,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,2.7647,6.3636,,37.7647,30.3636,,32.2353,17.6364,,113.53,119.73,,116.74,,,,105.47,105.64,,107.26,,,,ACC3BCABBAB21132A2AAB1ABCDC3BCCB3144BABBACCBDCA3A31222B4DBBC3CC212A14C33ACDBBCB4CDBB41CA13C323134D2223110000000000000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,100000000000.0,DD7C9FF683CE47EBBD9E2B7D90DA2E6C        ,ENU,2,Bates Academy,None,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Grade 2                       ,2,3172021,86A82EA8A43D4930BB74C5A9BDE32E1D        ,19427874,M,9022013,90,706,0000000      1,C,8,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,54,50,0,1,1,0,1,0,0,0,28,13,,160,155,,158,,,,89,84,,85,,,,10,2,,5,,,,25,16,,17,,,,2,1,,2,,,,4,3,,3,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,3.7587,3.2148,,31.7587,16.2148,,24.2413,9.7852,,95.52,91.86,,90.27,,,,82.24,76.14,,79.73,,,,ACC3BCA3BA1A3C1222AAB1ABCDC2B2CB11C3B31BA1C331A1A31222B2311122CA11A341A33224B24412444DC22A2B1B1B41312A120000000000000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,100000000000.0,E47E962028524D48A1652F0724BFE974        ,ENU,2,Bates Academy,Foreign Language Immersion and Cultural Studies School,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Grade 2                       ,2,3172021,0001D91E3B0D41AAB66CE8A7C8126E0F        ,19346162,F,7032015,68,508,0000000      1,C,8,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,54,49,0,1,1,0,1,0,0,0,24,20,,154,167,,160,,,,112,128,,121,,,,5,18,,7,,,,77,96,,91,,,,2,3,,2,,,,7,9,,8,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,3.0828,4.6448,,27.0828,24.6448,,20.9172,15.3552,,117.08,131,,127.5,,,,104.83,121.71,,114.5,,,,3CCABCA1331A111222A2BB34CD2232C412C3BABBA1C3DC21A3C332BADBBCDC1AB13241AAACD33242114440C3C3C323344D4C44110000000000000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,100000000000.0,F2B5390888F74CEE895A772489F24239        ,ENU,2,Chrysler Elementary (Grades K-5),None,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Grade 2                       ,2,3172021,FA7170AF5DD24CDC9BC4CD8C337FE7E1        ,19181490,M,10102014,77,605,0000000      1,C,8,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,54,49,0,1,1,0,1,0,0,0,27,10,,159,150,,154,,,,104,96,,101,,,,9,1,,2,,,,60,40,,52,,,,2,1,,1,,,,6,4,,5,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,4.3178,2.7733,,31.3178,12.7733,,22.6822,7.2267,,110.64,102.54,,106.68,,,,96.36,83.36,,94.32,,,,AC1AB22B13121CBC32AABBA4CD2312211243BABBACCBD1A1A31D4233D11C141A31A241A3A41411B4224440C313C3C334414444110000000000000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,100000000000.0,2878BA7915A24901A7A4B5CE13B9E557        ,ENU,2,Chrysler Elementary (Grades K-5),Chrysler Elementary,Chrysler Elementary
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Grade 2                       ,2,3172021,1558DB64AA354F87B14381C0090CB34D        ,19461962,F,8162014,79,607,0000000      1,C,8,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,54,50,0,1,1,0,1,0,0,0,32,22,,167,169,,168,,,,109,115,,113,,,,21,23,,20,,,,71,83,,79,,,,3,3,,3,,,,6,7,,7,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,3.0118,3.1237,,35.0118,25.1237,,28.9882,18.8763,,113.02,117.12,,116.09,,,,103.98,110.88,,109.91,,,,ACCABCA1BABA11112CAAB1ABCD23B22112C2BABBAC2BD1A3AB1143B3DB3C32C3B123B1A2ACDBBCB2C14333C22AC1131BAD2113130000000000000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,100000000000.0,C6EE1F6249E14203958F446D72477C9B        ,ENU,2,Bates Academy,None,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Grade 2                       ,2,3172021,576A8F2D8A014BCA8463317146664D6A        ,19400447,M,6202014,81,609,0000000      1,C,8,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,54,49,0,1,1,0,1,0,0,0,32,22,,167,169,,168,,,,106,112,,110,,,,21,23,,20,,,,65,77,,73,,,,3,3,,3,,,,6,7,,6,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,3.0697,4.4084,,35.0697,26.4084,,28.9303,17.5916,,110.14,115.82,,113.63,,,,101.86,106.59,,106.37,,,,ACC2B1ABBA1A111CA2AABBA1CD2AB2C31313BABBA2CBDC2BA323411ADBBCDCC2BC214C32A1D13211124320C3C3C311BBAD4CC4220000000000000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,100000000000.0,FEBB309DF8214CCE897108C8550659BA        ,ENU,2,Bates Academy,None,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Grade 2                       ,2,3172021,CBE4F6C98BD34380927B755D734C875F        ,19347757,F,10162014,77,605,0000000      1,C,8,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,54,49,0,1,1,0,1,0,0,0,21,8,,148,145,,146,,,,92,88,,89,,,,2,1,,1,,,,31,23,,25,,,,1,1,,1,,,,4,3,,4,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,3.8851,2.9192,,24.8851,10.9192,,17.1149,5.0808,,99.89,98.68,,97.71,,,,81.23,69.64,,79.58,,,,A112BC2B321A1CB1ACAA31A1CD13322B3144441BA111213B312DAD4A13122422B221B12A311132B21D31402222C1C111422124110000000000000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,100000000000.0,2788A4073D854131ABF790DABB696501        ,ENU,,Chrysler Elementary (Grades K-5),Charles Wright Academy of Arts and Science,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Grade 2                       ,2,3172021,99D84FF7095E423FB1C3D19AAA9907C6        ,19273234,M,10212013,89,705,0000000      1,C,8,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,54,49,0,1,1,0,1,0,0,0,36,13,,174,155,,164,,,,103,85,,94,,,,36,2,,12,,,,57,17,,35,,,,4,1,,3,,,,5,3,,4,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,3.967,3.0745,,39.967,16.0745,,32.033,9.9255,,109.93,93.15,,103.5,,,,97.07,77.85,,82,,,,ACCABCABBABA3CBC22AA3BA1C2C312C4D12ABABBACCBDC31AB22433ADB3C32C312214C33A2DB4442C13330221AC3C314414444110000000000000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,100000000000.0,DF8F00E3697A43EA87EBA1BE467E949D        ,ENU,2,Bates Academy,Burton International Academy,Charles Wright Academy of Arts and Science
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Grade 3                       ,3,3172021,F65D8EE6B0C84FE09B0697F3DB9B2877        ,19439170,F,12082012,99,803,0000000      1,C,9,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,62,52,56,1,1,1,1,1,1,1,37,22,19,189,183,171,186,180,177,181,107,104,90,105,97,95,99,45,31,10,38,22,16,24,67,60,27,62,43,38,48,5,4,2,4,3,3,4,6,6,4,6,5,4,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6B (N-)   ,3.2121,3.2006,3.4132,40.2121,25.2006,22.4132,33.7879,18.7994,15.5868,111,106.2,94.83,108,105,101,106.48,103,99.8,84.17,102,89,89,91.52,BAB3D11ADECA5E22B2B122ABBACEDCEACD5221EB51BABCAC5BEA1D212D4451A41442421BC1DD5E43CDB4BD45C44425E43ADAC24D1BB2E51C121A145B3B1A44C2412111ACAEC113A213B315AB42345B5422342DB4DE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,100000000000.0,41DBE3F8FA7445A2BB37E03FA6AC458D        ,ENU,3,Bates Academy,Charles Wright Academy of Arts and Science,Chrysler Elementary
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Grade 3                       ,3,3172021,65F871D31F984826B86EE439BCBA9E6D        ,19456075,M,4122013,95,711,0000000      1,C,9,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,62,48,56,1,1,1,1,1,1,1,49,30,40,213,192,213,202,213,202,206,127,116,123,122,128,120,125,86,54,83,75,87,71,79,95,84,92,92,96,89,94,7,5,7,6,7,6,7,8,7,8,8,9,8,8,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8C (V+Q-) ,2.6778,2.8844,3.091,51.6778,32.8844,43.091,46.3222,27.1156,36.909,132,118.77,130.46,129,132.45,127.5,131.9,122,112.23,117,113.5,123.55,111.5,116.1,BABBDDCADECAAEAC11BDA1ABBACEDCEACDBC5D45A1BABCACDBEAEDA412B241ABCBCCB23BC0DDA040CDB1BDEC234C2130BADAC2212BBDE3543EBACACBABD5CECD451B21ACAECDBDADCEBDB1ABBDDA5BCE2CA1233251                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,100000000000.0,8CBAD905A3E84BEFAD6E779E6C63063A        ,ENU,3,Chrysler Elementary (Grades K-5),Bates Academy,Charles Wright Academy of Arts and Science
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Grade 3                       ,3,3172021,EBB26B4C153A478EBEB4F3706EF40CD2        ,19454939,F,11012013,88,704,0000000      1,C,9,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,62,52,56,1,1,1,1,1,1,1,41,35,29,195,201,187,198,191,194,194,120,126,111,126,117,120,121,58,73,37,67,46,55,55,89,95,75,95,86,89,91,5,6,4,6,5,5,5,8,8,6,8,7,8,8,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8B (N-)   ,3.5771,3.4833,3.4209,44.5771,38.4833,32.4209,37.4229,31.5167,25.5791,125.15,130,115.84,129,120.34,125,126,116.85,123,107.58,122.07,113,115,116.27,BA13D1CA1ECA5EA51EB3A32BBACED1EA1DBC513B54BABCACDBEAEDA4DD5E52ABCBCC333BCBD3AEE3CDB1BDEC4441D134BADACCAD1BBDEB15E2BACACBAB2AC44245EB12ACAEC2BDAD44B314A1BD3A5BC2444C115413                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,100000000000.0,9C658B0366FB40D9B59D15FED4A85CB9        ,ENU,3,Bates Academy,Paul Robeson/Malcolm X Academy,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Grade 3                       ,3,3172021,EAA725F68B424AB28DD41848BA8E4883        ,19445622,F,7152013,92,708,0000000      1,C,9,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,62,52,56,1,1,1,1,1,1,1,27,11,8,177,167,149,172,163,158,164,103,96,76,99,88,82,89,21,3,1,10,3,1,2,57,40,7,48,23,13,25,3,1,1,2,1,1,1,5,4,2,5,3,3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4E (N-)   ,3.3666,2.6752,2.9143,30.3666,13.6752,10.9143,23.6334,8.3248,5.0857,105.37,100.35,83.83,104,101,92,100.59,98.63,89.65,63.68,93,74,71,76.41,BA1311CADE4A515111B351ABB2CE3CEAC111121121BAB4ACDBEA33A5221411A4114413134112A32DCD4145E51442154AB2D34C4121B144211243121B34324311112423AC2E4345225211342B32D32B2122A4315251                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,100000000000.0,DF24B14891A942B1B625F48B89157375        ,ENU,3,Foreign Language Immersion and Cultural Studies School,None,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Grade 4                       ,4,3172021,D2FB8F57CC934D1998650BD90E96C9BA        ,19355641,F,4172012,107,811,0000000      1,C,10,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,64,52,60,1,1,1,1,1,1,1,55,32,40,248,207,216,228,232,212,224,141,117,119,131,133,119,129,98,66,78,91,93,74,88,99,86,88,97,98,88,97,9,6,7,8,8,6,7,9,7,7,9,9,7,9,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7E (V+)   ,2.6242,2.7488,2.7906,57.6242,34.7488,42.7906,52.3758,29.2512,37.2094,148,121.5,124.37,142.5,144,122,140.59,134.5,113,114.42,116.5,122,115.21,115.41,ABADCCBDDCAABAECECBD1EDCBAABE1EADDBC3CDBAC23ABCAAD2ECEDBD2BE1BE3BACBCDADEA4E5251EBBBDAECCADDE23432BAB1DC43BC5223E224ACABBECADCA11DB1ABD221BAEBBDAC2CE534C1ACABBECC2D4CEDE1355141                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,100000000000.0,D562059D9F6D46B289AE63EDF8F611F2        ,ENU,4,Bates Academy,Foreign Language Immersion and Cultural Studies School,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Grade 4                       ,4,3172021,89D21A291F37405295C1CD6BC67C7099        ,19214273,M,6032012,105,809,0000000      1,C,10,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,64,48,60,1,1,1,1,1,1,1,52,26,42,235,197,222,216,228,210,218,135,111,124,125,132,119,126,93,44,85,79,90,71,81,99,75,93,94,98,88,95,8,5,7,7,8,6,7,9,6,8,8,9,7,8,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8E (V+Q-) ,2.6455,3.1677,2.6666,54.6455,29.1677,44.6666,49.3545,22.8323,39.3334,141,114.34,129.67,136,136.5,127.5,137,130,106.83,119,109,127.5,108.5,113.23,ABADCCBDDCAABAECE5BD3E1CBAABECEADD3CECDB45E3ABCAA1DECEDBD2B44BE3BACBCDA54312431114BBD3E1CADDEC0000BAB3D2E3BC122D3A24ACABBECADCAE3DBE412121BAEBBDACA5E51521ACABBECCEDACEDEB32A153                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,100000000000.0,89A5EC5005E44EE791937073C6D3EB8D        ,ENU,4,Bates Academy,Foreign Language Immersion and Cultural Studies School,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Grade 4                       ,4,3172021,8A4D1DA5056848A9BED29EA191D9153B        ,19441841,F,4202012,107,811,0000000      1,C,10,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,64,52,60,1,1,1,1,1,1,1,29,18,26,185,187,189,186,187,188,187,97,99,98,98,97,99,98,16,20,24,17,18,22,18,43,48,45,45,43,48,45,3,3,4,3,3,3,3,5,5,5,5,5,5,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5A        ,3.8089999999999997,3.2013,4.6459,32.809,21.2013,30.6459,25.191,14.7987,21.3541,101.81,103.2,105.65,101.55,101.7,103.28,101.43,91.38,94.8,93,94.45,93.3,94.72,94.57,4BA55CBDD2AAB2EC44121231BA2BEC4ADDB2ECD55523ABCAA532C32131425525B2C113A24A215313141BDAECC513254E3D52BBD4E5511552EA23AC3BBECADCAE114E5B2233B435B354254D2144ACABBECC234C23455C3231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,100000000000.0,720DBBC59BAE4A98B8806AD7C85EDF60        ,ENU,4,Bates Academy,None,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Grade 4                       ,4,3172021,4BE867963B694365A711072D6114B5C0        ,19461628,M,4142012,107,811,0000000      1,C,10,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,55,52,60,1,1,1,1,1,1,1,35,23,21,194,193,182,194,188,188,190,104,105,93,105,98,99,101,31,34,12,33,20,22,24,60,62,33,62,45,48,52,4,4,3,4,3,3,4,6,6,4,6,5,5,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6B (N-)   ,5.4182,6.0376,3.69,40.4182,29.0376,24.69,29.5818,16.9624,17.31,112,113,97.69,110,103,104,105.44,97,97.96,87.62,100.07,93,93.5,95.56,A13D5CBDDC25B2E114000000BAABECEADDB23CD55000ABCAADDE4EDBD2315B24BACBCDADEAEE5E4311BBDAE1C5334413331AB425E3421113E331A5ABBE135431415E353223BAE51232444D314EACA4BECCE22C2134D22241                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,100000000000.0,A4F2B854B2A642EC974BE0788B7F2F64        ,ENU,4,Bates Academy,Foreign Language Immersion and Cultural Studies School,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Grade 4                       ,4,3172021,CB425607AF0E46829A33C16437CEE338        ,19430529,F,8122014,79,607,0000000      1,C,10,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,64,48,57,1,1,1,1,1,1,1,38,25,29,199,196,195,198,197,196,197,133,131,124,136,133,132,134,41,42,36,42,38,40,39,98,97,93,99,98,98,98,5,5,4,5,4,4,4,9,9,8,9,9,9,9,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9A        ,4.043,2.9745,3.1917,42.043,27.9745,32.1917,33.957,22.0255,25.8083,137.09,132,127.19,139,136,134,136.31,128.91,129.03,120.81,133,129.45,129.53,131.69,ABADCCBDDC255345E452343CBAABEC4A1DBCECDB212DA55AAD5ECEDBD1435B44BACBCD2DEA1E5E40004BDAECC5DD321320BAB1DCE33214133324AC4B5ECAD5A253B13B2220BAEBBD514CED1153ACABBEC2E5A2E144544200                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,100000000000.0,839908FFE6E041289D25656671A6AB84        ,ENU,4,Bates Academy,Foreign Language Immersion and Cultural Studies School,None
